fips	name	state	sq_km	precip	snow	temp	life_expectancy	avg_income
55123	washington county	9	1115.37	34.3	43.3	45.2	81.23	58601
39017	clermont county	6	1170.96	42.7	15.6	53.9	78.18	53770
8006	broomfield county	15	85.4789	14.3	41.5	52.4	80.02	66410
28081	madison county	13	1850.21	54.6	0.3	63.4	73.8	64033
18097	monroe county	26	1021.81	47.5	15.8	53.2	80.21	42212
24995	berkshire county	27	2400.68	47	58.9	45.6	80.12	56503
18073	johnson county	26	829.909	44.8	12.8	51.8	78.57	48332
42047	franklin county	12	2000.05	44.3	30.6	51.2	79.82	46403
33001	grafton county	45	4425.22	41.9	74.2	43.5	80.86	60426
29089	jasper county	14	1653.65	45.6	10.7	57.8	76.09	39973
8093	pueblo county	15	6180.09	16.3	52.5	51.8	77.5	39511
26017	calhoun county	25	1829.2	35.1	49.7	48.2	77.04	40276
30055	missoula county	36	6715.97	17.6	77.7	43.4	79.65	49492
26067	jackson county	25	1817.39	31.5	37.4	48.4	77.84	39832
6081	shasta county	4	9778.23	45.2	31.3	55.5	76.68	46582
25007	hampshire county	27	1365.53	49.2	55.7	46.3	80.76	52984
41999	beaver county	12	1125.9	37.5	12.5	52	78.39	48763
13051	clarke county	8	308.764	48	1.7	61.4	78.35	33970
27131	scott county	38	922.694	31	45.9	44	81.95	59687
36101	tompkins county	24	1229.34	37.9	64.8	46.7	81.21	45282
30023	gallatin county	36	6746.9	20.3	69.5	40.8	81.98	54734
18011	clark county	26	965.647	45.3	5.7	55.3	76.3	43763
13305	whitfield county	8	752.294	55.3	2.5	60.3	77.06	38752
51077	hanover county	19	1211.83	44.1	16.5	58	79.88	60259
19185	woodbury county	41	2260.79	29.5	34.1	48.6	78.35	43988
44995	aiken county	42	2774.11	51.2	0.5	63.5	77.12	42511
6009	el dorado county	4	4423.29	42.9	155	53.3	81.06	67464
36061	ontario county	24	1668.11	34.3	56.6	47.6	79.89	53498
23003	kennebec county	43	2246.81	44.2	71.3	45.1	78.53	44940
37127	orange county	16	1029.6	45.7	3.7	59.6	80.78	67385
1073	lee county	7	1573.55	53.6	0.5	63.2	76.52	38036
28073	lee county	13	1165.37	56.2	1	62.1	74.65	41934
54003	cabell county	22	727.837	44.8	21.4	54.1	75.12	42939
42067	lebanon county	12	937.138	43.4	21.2	51.2	80.02	48352
46095	pennington county	2	7191.81	19.4	50.3	44.3	80.43	51369
47157	sumner county	20	1371.07	52.9	3.6	57.4	78	48656
47117	montgomery county	20	1396.43	50.9	3.2	58.5	76.66	41031
17107	macon county	33	1503.97	39.4	16	53.2	77.7	48214
37151	rowan county	16	1324.72	42.4	3.8	58.7	75.92	38089
34003	cumberland county	37	1251.9	43.8	13	54.6	76.6	40289
39125	portage county	6	1262.38	41.7	55.2	47.5	78.88	44055
17997	bartholomew county	26	1053.87	44.2	16.3	53.5	77.8	49922
38007	burleigh county	39	4228.24	18.2	43.7	43.1	81.23	58173
42081	monroe county	12	1575.39	51.3	51.5	47.1	79.09	42722
12053	indian river county	30	1302.2	56.9	0	72.7	79.96	76059
34011	hunterdon county	37	1108.05	49.4	22	51.7	82.45	89610
47147	sevier county	20	1534.56	57.9	6.8	52.1	76.67	39474
35041	santa fe county	1	4941.71	14.6	25.5	50.8	81.07	58510
5023	craighead county	10	1831.87	48.2	4.8	59.6	76.04	37531
13105	fayette county	8	503.42	50	1.1	61.4	81.22	63515
54053	monongalia county	22	932.573	42.7	22.8	52.6	79.15	44679
36103	ulster county	24	2911.76	51.7	62.8	46.2	80.13	50462
4007	mohave county	46	34475.5	8.4	2.4	66	75.71	33148
51642	hampton city	19	133.309	46.7	4.9	60.7	76.9	43547
6039	merced county	4	5012.18	10.8	0	62.4	78.92	38519
26047	grand traverse county	25	1202.64	32.9	101.4	45.7	80.57	50639
42073	lycoming county	12	3182.1	41.3	34	49.9	78.68	43823
42019	centre county	12	2874.53	41.5	46.1	47.4	81.86	46193
48477	wichita county	3	1625.94	30.2	2.6	63.4	75.66	43170
1061	houston county	7	1501.81	55.9	0.1	66.5	76.81	42398
48131	ellis county	3	2423.34	39.6	0.8	65.2	77.77	44313
39055	hancock county	6	1376.21	35.6	23.3	51.2	79.46	51623
28051	jackson county	13	1872.03	66.6	0.2	66.5	75.69	37499
42013	cambria county	12	1782.8	42.7	81.6	48.8	78.34	43420
29013	buchanan county	14	1056.74	35.6	17.8	53.4	76.56	39810
38995	allen county	6	1042.47	37.7	31	51	77.95	42816
22071	rapides parish	23	3413.63	59.5	0.1	66.4	75.22	46090
22993	androscoggin county	43	1211.96	47	72.7	44.6	78.28	41528
48997	cache county	17	3016.67	18.5	57.2	47.1	81.97	38974
22101	terrebonne parish	23	3190.26	62.2	0.1	69.5	75.4	41504
1095	morgan county	7	1500.6	54	2.4	60.6	76.21	39991
36075	rensselaer county	24	1689.82	44.2	62.4	47.4	78.78	49156
4019	yuma county	46	14281.3	4.2	0	73.7	80.68	35682
47001	blount county	20	1447.31	51.9	6.5	57.2	77.37	42991
47181	wilson county	20	1479.05	52.7	3.3	58	77.68	49092
12011	clay county	30	1566.44	51.5	0	67.9	78.18	42909
55031	fond du lac county	9	1863.64	30.2	34.8	45.7	79.95	48126
53049	skagit county	0	4481.04	50.8	8.4	51.1	79.82	53060
47003	bradley county	20	851.489	53.8	1	58.9	76.59	39099
42077	mercer county	12	1741.98	41.7	48	48.2	78.58	43024
17171	tazewell county	33	1674.23	38.6	24.4	51.9	78.69	47862
18159	vigo county	26	1044.99	43.2	15.5	53.5	76.45	38970
46993	anderson county	20	873.293	53.5	5.2	57.8	76.68	41853
37093	johnston county	16	2049.28	47.1	2.2	59.7	77.82	39922
29157	platte county	14	1088.3	38.9	18.8	54.6	80.39	58878
18027	delaware county	26	1015.54	40.1	21.2	51.8	76.98	37201
21051	daviess county	5	1187.16	46.2	7.4	59.2	77.58	41754
39161	wayne county	6	1437.09	38.7	31.2	50	78.85	44039
44001	washington county	49	852.826	49	30.2	50.2	81.14	64158
26037	eaton county	25	1489.71	34.6	44.8	48.3	79.66	42693
13177	lowndes county	8	1285.02	52.4	0.1	67.1	76.04	37443
55081	ozaukee county	9	603.472	33.6	38	46.1	82.13	83992
50995	albemarle county	19	1866	45.1	14.4	55.9	81.18	74613
13145	houston county	8	972.672	48.1	0	64.1	77.82	42625
39131	richland county	6	1282.72	42.2	48.3	49.4	77.81	39234
19041	dallas county	41	1523.69	34.2	23.5	48.3	81.49	66128
36005	chautauqua county	24	2745.97	44.4	113.2	49	78.97	40759
27011	carver county	38	917.348	31.9	49.9	45.4	82.8	71350
26139	st. clair county	25	1867.86	32.9	38.4	47.5	77.75	44316
42099	schuylkill county	12	2016.65	52	41.3	54	77.18	42862
20037	douglas county	28	1180.63	38.9	13	54.4	80.53	43642
48173	grayson county	3	2416	42.1	1.1	63	76.47	42195
37143	randolph county	16	2026.17	45.1	4.8	59.5	77.1	37017
13037	carroll county	8	1292.48	51.4	0.4	59.7	75.22	38571
33009	strafford county	45	951.729	47.7	50	46.8	79.49	50574
29091	jefferson county	14	1700.69	42.7	10.3	54.9	76.65	42780
30021	flathead county	36	13175.7	21.6	77.5	41.9	79.07	47331
48443	tom green county	3	3941.97	22.9	1.8	64.5	77.5	45993
12007	charlotte county	30	1764.1	51.3	0	74	80.6	41564
13069	coweta county	8	1141.97	50.9	1.6	61.3	78.17	46438
21997	ascension parish	23	751.03	62.8	0.2	67.8	77.14	49829
39015	clark county	6	1029.48	39.6	18.6	51	76.34	40769
55119	walworth county	9	1438.14	36.1	42.1	49.2	79.57	50023
37119	nash county	16	1399.74	44.6	0.5	59.9	76.17	42016
13089	douglas county	8	518.262	54.2	1.1	59.8	77.06	35230
13107	floyd county	8	1320.44	53	0.6	61	75.8	38524
27163	wright county	38	1712.6	30	42.8	43.8	81.17	50181
55133	wood county	9	2053.93	31.3	48	43.6	80.83	46743
48243	johnson county	3	1877.22	37.7	0.8	64.7	76.92	41697
37049	davidson county	16	1432.71	44.3	4.5	59.2	76.57	39087
18077	kosciusko county	26	1376.36	40	34	50	78.52	47799
12045	hernando county	30	1224.69	52.8	0	71.2	77.6	36878
25997	allegan county	25	2137.37	38.8	79.8	48.4	79.13	45182
29023	cape girardeau county	14	1498.4	49.6	8	56.9	78.57	46314
13087	dougherty county	8	851.14	50	0	66.6	75.19	34744
41035	linn county	11	5923.49	59	35.4	49.6	77.93	42891
51532	charlottesville city	19	26.5336	47.7	16.3	57.2	81.18	74613
17091	lasalle county	33	2939.99	37.2	22.2	50	77.9	44632
39101	miami county	6	1053.03	40.2	14.2	52.6	78.85	47552
18087	madison county	26	1170.46	41.1	19.6	51.4	76.76	38172
37125	onslow county	16	1973.38	55.5	1.1	61.6	77.59	46142
29063	franklin county	14	2389.73	44	12	56.7	77.44	45719
1007	calhoun county	7	1569.24	50.7	1.2	62.5	74.02	37120
22007	bossier parish	23	2176.19	52.1	0.6	64.9	77.14	44149
29043	cole county	14	1014.01	43.1	11.7	55.3	78.64	47790
35037	san juan county	1	14289.4	10.2	12.7	52.3	77.31	35453
1087	marshall county	7	1465.53	54.2	0.6	61.5	74.53	36044
21085	hardin county	5	1614.33	47.8	2.9	55.1	77.18	43424
27005	blue earth county	38	1936.83	31.9	38.6	46	81.02	44383
39037	fairfield county	6	1306.42	39.4	18.1	52	78.95	46113
17083	kankakee county	33	1752.33	38.1	23.6	50.9	77.03	41290
22097	tangipahoa parish	23	2049.49	62.8	0	66.7	74.26	38974
13007	bartow county	8	1190.15	48.7	0.5	60.7	76.13	38298
26107	monroe county	25	1423.28	34.6	42.5	49.2	78.27	47496
38027	grand forks county	39	3720.14	21.2	45	40.2	79.92	51494
18083	laporte county	26	1549.58	39.9	49.4	49.4	76.93	42527
21137	mccracken county	5	644.244	48.9	9.1	58.1	76.41	48383
6015	humboldt county	4	9241.25	57.1	3.8	54.6	77.21	48739
13277	troup county	8	1072.27	52.3	0.4	62.4	75.14	36476
5037	faulkner county	10	1678.18	49.6	3.9	59.5	77.23	37598
37081	henderson county	16	966.143	51.4	8.4	55.2	79.17	43276
24037	wicomico county	40	969.737	45.8	6.2	57.2	77.03	42054
26103	midland county	25	1337.1	31.9	38.7	47	80.54	60467
24029	st. mary's county	40	928.885	46.2	14.5	56.7	78.83	56820
48461	victoria county	3	2284.65	40.8	0	70.3	78.05	46142
5043	garland county	10	1755.29	56	2.7	60.6	75.66	40004
37183	wayne county	16	1434.64	48.8	4.3	62.2	76.54	38472
13065	columbia county	8	751.324	45	0.3	61.7	79.76	49473
48179	guadalupe county	3	1842.14	34.1	0	68.8	79.71	44809
8029	eagle county	15	4362.8	17.2	118.4	41	85.94	78152
42043	fayette county	12	2046.97	44.8	46.1	49.8	76.99	42649
51169	spotsylvania county	19	1039.77	43.4	13.3	56.4	79.17	50790
47111	maury county	20	1588.02	56.8	2.5	58.5	76.37	42696
24009	charles county	40	1185.66	43.6	16.1	57.4	78.63	57051
53007	cowlitz county	0	2953.72	61.3	3.2	52.7	77.51	44990
13239	rockdale county	8	336.213	48.4	0.8	61.9	78.22	35244
51171	stafford county	19	697.237	43	10.2	55.8	80.1	55076
28027	forrest county	13	1207.04	60.4	0.5	66	74.73	38880
56013	laramie county	21	6956.48	16	55.7	46.4	78.88	52039
37147	robeson county	16	2453.43	46.5	0.4	62.1	73.73	29438
6017	imperial county	4	10817.3	3.1	0	73.6	80.42	36974
18059	howard county	26	758.867	41.7	31.2	50.4	77.2	41842
47133	putnam county	20	1038.86	58	11.6	56.3	76.41	39509
48373	randall county	3	2361.84	19.8	13.8	57.4	79.01	47966
37117	moore county	16	1806.96	47.3	1.8	59.9	79.67	51307
31071	hall county	-1	1414.82	27.3	29	50.8	79.02	43625
43997	newport county	49	265.31	47.4	36.6	51.6	81.15	68679
12079	monroe county	30	2546	45.4	0	77.4	78.85	92119
37187	wilson county	16	952.011	47	1.7	61.2	76.42	40501
45077	sumter county	42	1722.54	46.1	0.8	63.4	75.65	38603
39035	erie county	6	651.357	33.2	16.2	51.4	77.96	62591
55103	sauk county	9	2153.67	35.5	44.2	46.4	79.62	48365
45027	dorchester county	42	1484.54	50.7	0.8	64	78.28	38892
40023	comanche county	18	2769.45	32.8	1.9	61.7	75.99	41497
55019	dodge county	9	2267.98	34.9	38.8	45.9	79.73	44799
48029	bowie county	3	2292.15	51.7	1.2	63.8	75.69	40010
13119	glynn county	8	1086.36	47.3	0.1	68.4	76.9	46073
52999	chelan county	0	7565.79	22.8	87.2	48.3	80.29	54763
55101	st. croix county	9	1871.23	32.6	44.8	43.6	80.7	55543
16993	adams county	33	2214.97	38.2	17.8	52.6	78.7	46886
36007	chemung county	24	1055.04	35.2	36.2	47.1	78.74	44373
19147	pottawattamie county	41	2461.9	34.7	28.5	49.4	77.86	45604
37037	cleveland county	16	1202.4	47.7	4	58.7	74.81	37661
19161	story county	41	1483.24	35.7	26.8	48	82.12	41885
47055	hamblen county	20	417.439	44.6	12	57.2	75.02	36636
51113	montgomery county	19	1001.92	39.7	22.1	52.2	79.38	37759
1047	etowah county	7	1386.38	55.2	0.7	61.9	73.85	36918
16075	twin falls county	29	4977.21	10.3	18.5	49.4	78.04	39623
55089	portage county	9	2074.12	32.6	44.7	44	80.89	45886
56017	natrona county	21	13831.9	12.2	60.3	45.5	77.65	69379
26009	bay county	25	1145.56	32.4	41	46.6	78.37	41722
34029	sussex county	37	1343.55	47.5	38.2	49.2	79.72	61757
39047	geauga county	6	1036.43	48.7	109.9	47.3	81.64	69129
37163	surry county	16	1382.44	46.4	6.6	55.2	76.73	38522
41063	yamhill county	11	1854.17	49.7	6.2	52.7	79.77	45478
41011	douglas county	11	13042.3	44.9	19.5	53.2	77.71	40408
39149	tuscarawas county	6	1469.66	39.5	25.5	50.7	78.87	43358
36105	warren county	24	2246.15	42.7	68.4	45.1	80.01	52475
30005	cascade county	36	6988.24	14.9	60.9	45.1	78.76	47518
51153	roanoke county	19	648.884	42.9	14.1	56.5	79.65	52248
12009	citrus county	30	1507.11	51.8	0	70.3	76.73	37920
9007	windham county	35	1328.25	50.2	36.8	48.5	79	47264
51087	james city county	19	368.881	48.3	5	58.7	81.68	65906
54025	harrison county	22	1077.45	45.7	25	52.4	75.94	48226
55047	jefferson county	9	1441.2	35.6	40.2	46.8	80.19	46241
36037	jefferson county	24	3285.9	39.6	106.2	45.6	79.23	46924
40009	canadian county	18	2322.27	35	5.5	58.7	78.11	44878
48359	parker county	3	2340.01	35.4	0.6	64.6	77.8	53289
55063	manitowoc county	9	1526.27	30.3	41.6	44.2	80.22	47675
54099	wood county	22	948.592	41.6	16.7	54.4	76.56	42669
18035	floyd county	26	383.226	43.3	5.7	58.2	77.17	55480
41993	adams county	12	1343.4	42.9	25.3	52.4	79.85	49173
48389	rockwall county	3	329.205	38.6	0.5	65.4	79.76	61003
14999	kauai county	44	1605.49	36.9	0	72.9	81.07	49416
28067	lauderdale county	13	1822.45	57.4	0.7	63.8	74.89	37959
40123	rogers county	18	1749.95	45.4	9.6	59	77.58	45815
40995	benton county	11	1748.71	58.6	6.6	52.3	82.08	47019
51061	frederick county	19	1069.67	38.2	20.5	52.9	79.4	50802
37011	brunswick county	16	2199.39	54.5	1	63.5	78.3	42749
47997	angelina county	3	2066.24	50	0.2	65.8	76.06	38897
51157	rockingham county	19	2200.7	36.5	20.1	52.6	80.62	39721
51652	harrisonburg city	19	44.8903	36.5	20.1	52.2	80.62	39721
18029	dubois county	26	1106.63	47.8	11.2	54.5	78.93	56488
51592	fairfax city	19	16.1568	44.4	21.1	54.1	83.73	82441
27027	crow wing county	38	2585.79	27	39.8	41.4	80.44	45610
51832	winchester city	19	23.8095	38.3	24.3	53.9	77.19	50802
39111	muskingum county	6	1721.33	37.9	23.8	52.6	77.04	40614
32997	cheshire county	45	1830.34	45.6	63.3	45.6	80.08	51969
6049	nevada county	4	2480.59	46.6	109	48.5	81.3	61799
18045	grant county	26	1072.45	40.5	24.6	50.8	76.47	40444
54061	ohio county	22	274.099	39.1	16.8	52.3	77.49	65100
24007	cecil county	40	896.857	44.8	17.6	55.3	77.01	47695
21029	campbell county	5	391.966	41.9	11.2	54.3	77.56	49015
45069	pickens county	42	1285.54	55.7	1.6	59.4	76.98	38344
37041	craven county	16	1830.34	54.2	1.5	62.8	77.61	43665
53995	berkeley county	22	831.767	39.3	26.1	53	76.39	41201
48249	kaufman county	3	2021.96	41	0.5	65.1	75.91	42837
9005	tolland county	35	1062.81	50.1	31.8	48.3	81.64	56614
39021	columbiana county	6	1377.68	38.5	29.1	49.2	77.63	38013
17041	effingham county	33	1240.03	42.3	15.6	53.5	79.01	50599
51732	portsmouth city	19	86.2478	44.8	3.7	61.3	74.78	41169
49035	summit county	17	4844.78	17.7	82	43.7	82.39	131606
6031	madera county	4	5534.85	21.2	0.9	60.8	79.35	39897
1069	lauderdale county	7	1730.74	57.9	2.2	59	76.5	37151
12105	santa rosa county	30	2621.32	68.2	0.1	67.4	78.2	44527
34033	warren county	37	923.328	46.3	22.1	51.1	80.25	56058
18003	boone county	26	1095.34	42.2	17.6	51.6	78.87	73531
6023	kings county	4	3598.59	8.4	0	62.8	79.21	35306
51582	danville city	19	110.751	44.9	4.7	58.2	75.94	38497
48223	hunt county	3	2176.47	45	1	65.7	75.95	38029
17029	dekalb county	33	1635.22	37.1	31.2	48	79.89	40929
27123	rice county	38	1284.22	32.6	42.6	44.2	81.12	44096
21143	madison county	5	1132.6	46.4	7.5	56.2	77.19	35397
35017	lea county	1	11373.7	15.8	4	60.9	76.18	44437
15997	bannock county	29	2881.32	15.1	58.2	46.8	77.86	38160
36081	st. lawrence county	24	6939.26	38.7	75.8	43.9	78.74	37940
20161	saline county	28	1865.38	31.1	17.2	55.4	78.53	49983
39141	shelby county	6	1055.92	39.7	20.9	50.4	78.73	46188
1035	cullman county	7	1903.07	58.3	0.9	60.2	75.31	39607
18169	wayne county	26	1040.51	41.8	18.7	50.7	76.54	41505
34001	cape may county	37	652.64	43.5	12	54.4	78.12	60877
12111	sumter county	30	1418.51	51.8	0	70.6	81.74	46100
39151	union county	6	1118.2	37.9	22.2	52.4	79.08	55470
13149	jackson county	8	879.71	50.5	1.1	60.1	75.71	42211
22049	lafourche parish	23	2766.95	67.5	0	68.9	76.89	47096
45067	orangeburg county	42	2864.69	46.8	0.2	63.7	74.2	33818
21039	christian county	5	1858.33	51.9	7	57.7	75.57	37742
3995	cochise county	46	15966.2	15.4	2.4	61.4	78.83	40308
42031	crawford county	12	2621.85	43.4	85.9	47.5	78.05	40969
51792	suffolk city	19	1033.8	48.8	5	59.8	76.82	51798
42065	lawrence county	12	927.644	39.5	29.3	50	78.21	43929
2082	fairbanks north star borough	31	18982.3	13.2	61.6	28.1	79.35	56606
29205	taney county	14	1637.99	43.7	8.2	56.4	78.06	35956
35035	sandoval county	1	9609.14	14.1	32.6	50.9	79.5	41547
50015	washington county	34	1779.42	43	101.3	43.4	80.37	60255
47051	greene county	20	1611.41	42.8	9	56.6	75.23	39971
23993	allegany county	40	1093.33	40.9	55.6	51.6	77.6	40517
30041	lewis and clark county	36	8957.16	14.7	55.1	43.8	79.18	48562
36011	clinton county	24	2687.77	34.7	71.6	45	79.18	44081
36093	steuben county	24	3601.5	34.9	51.5	45.4	78.61	45194
42025	clearfield county	12	2964.71	42.8	35.5	47.8	78.58	44421
1113	talladega county	7	1908.25	54.4	1	61.8	74.29	34718
38999	ashtabula county	6	1818.36	40.6	80.7	48.9	76.64	38461
54073	raleigh county	22	1567.87	42.9	54.7	51.4	75.17	41115
38093	ward county	39	5214.06	17.7	45.2	41	79.71	55214
37015	burke county	16	1311.17	48.6	3.9	57.5	76.57	35265
35007	eddy county	1	10816.9	14.2	5.3	62	76.25	54122
17191	williamson county	33	1088.25	48.5	14.4	54	76.94	44509
17175	vermilion county	33	2326.76	40.7	19.4	52.2	76.19	39481
21201	scott county	5	729.782	44.4	3.2	55.6	78.07	43409
1025	colbert county	7	1534.88	55.2	2.2	60.3	75.07	38378
37099	lenoir county	16	1033.63	49.3	0.8	62.2	75.06	40922
37097	lee county	16	660.581	46.2	2.9	60.4	76.91	40098
36067	oswego county	24	2464.75	44.9	162	47.4	78.3	40538
26065	isabella county	25	1483.23	32.3	46.2	46.3	79.06	35501
8109	summit county	15	1575.59	16.5	113.2	36.9	86.83	67763
39159	washington county	6	1636.8	42.9	21.1	52.8	77.63	43396
27161	winona county	38	1621.56	34.1	34.6	47.1	80.99	50036
39093	marion county	6	1045.73	38.2	23.3	50	77.08	38252
42055	indiana county	12	2142.01	46.8	60.8	49.4	79.08	39923
40093	muskogee county	18	2099.05	45.6	5.4	60.1	73.99	36759
41025	josephine county	11	4244.09	40.4	23.4	53.1	77.34	40977
22037	iberia parish	23	1486.94	61	0.1	68.8	75.44	39270
50013	rutland county	34	2408.21	44.8	77.6	44.5	79.11	52343
40111	payne county	18	1773.39	37.8	5.9	59.4	78.42	37159
41051	umatilla county	11	8327.94	16.9	16.6	51	78.47	39684
21021	bullitt county	5	769.2	47.3	4.8	57.3	78.56	40935
26083	lenawee county	25	1941.34	35.7	31.8	48.5	78.69	39600
39003	auglaize county	6	1039.6	36.4	10.2	50.8	79.16	49578
42089	northumberland county	12	1186.22	43.6	31.5	49.9	78.27	41712
45039	greenwood county	42	1177.75	45	1	61.8	76.97	37424
18051	hancock county	26	792.563	45.8	19.1	51.8	78.99	50422
51767	salem city	19	37.5996	41.2	16.6	57	77.32	52248
53017	grant county	0	6939.83	8.4	11.2	51.3	78.77	39789
42029	columbia county	12	1251.24	46.6	28.9	47.8	79.14	42211
6093	sutter county	4	1560.28	19.5	0	61.2	78.99	44535
51622	fredericksburg city	19	27.068	43.4	13.3	56.4	79.17	50790
38097	williams county	39	5381.13	14.5	41.4	42.5	78.56	68874
31999	elko county	32	44468.1	12.2	46.2	44.4	78.31	46808
27133	sherburne county	38	1121.23	30.2	43.7	44	81.12	47031
18025	dekalb county	26	939.732	38.3	35.2	49.6	77.83	44069
31011	buffalo county	-1	2507.34	24.5	23.2	49	80.29	54052
39135	sandusky county	6	1057.91	35.7	25.7	50.6	78.08	41624
8059	la plata county	15	4376.52	21.5	97.4	45.6	81.57	55807
53063	walla walla county	0	3289.37	16.3	8.4	53	79.8	46144
17085	kendall county	33	829.447	38	24	48.2	81.17	49033
53013	franklin county	0	3215.72	9.6	12.7	51.9	79.9	37390
18063	jackson county	26	1319.09	47.4	12.4	53	76.41	42722
5117	saline county	10	1873.98	55.9	3.5	61	77.91	41397
39133	ross county	6	1784.99	40.7	9.5	53.1	75.87	36941
36097	sullivan county	24	2507.46	49.2	66.1	46.8	78.03	46303
5137	white county	10	2680.85	50.4	2.1	60.5	75.87	35445
22081	st. charles parish	23	719.296	64.5	0.1	69.7	76.82	49353
6037	mendocino county	4	9081.43	47.8	1.3	55.9	78.54	50150
20147	reno county	28	3251.33	30.5	12.2	55.3	78.4	41111
27139	steele county	38	1112.78	33.6	42.2	44.9	81.68	47604
45035	georgetown county	42	2107.18	53.2	0.4	64.3	77.24	47071
37077	harnett county	16	1541.12	47.8	2.2	60.5	76.53	34604
21117	laurel county	5	1123.95	48.3	9.2	56.7	75.49	33921
32502	carson city	32	374.67	9.7	10.3	50.9	76.76	50754
21191	pulaski county	5	1705.27	50	8.7	55.8	75.19	37024
27041	goodhue county	38	1960.23	32.6	42.7	44.6	80.66	53549
37019	caldwell county	16	1222.19	47.2	2.6	57.8	75.93	35374
19025	cerro gordo county	41	1471.88	35.1	41.2	45.4	79.23	53342
37149	rockingham county	16	1464.97	45.7	5.7	58	75.85	37137
5107	pope county	10	2104.42	50	2.6	61.4	76.81	35261
36071	putnam county	24	596.504	50.4	57.5	48.9	81.83	65833
12047	highlands county	30	2632.95	51	0	72.2	79.07	33453
20153	riley county	28	1579.17	33.4	13.8	54.2	81.46	42566
28059	jones county	13	1799.56	57.5	0	64.9	74.95	38122
21011	boyd county	5	414.05	44.1	6.8	53.3	76.01	39746
38997	ashland county	6	1095.44	39.9	28.3	49.4	78.78	38441
22995	aroostook county	43	17278	38.8	93.2	39.3	78.71	41241
55009	chippewa county	9	2611.63	31.8	46.7	43.6	80.14	46162
19049	des moines county	41	1077.78	39.5	22.6	52.1	79.15	50515
29029	cass county	14	1804.14	42.9	17.7	54.4	78.41	47151
51191	york county	19	271.043	48.3	5	58.7	78.26	59113
55013	columbia county	9	1982.75	35.3	39.1	45.5	79.31	51147
40039	garfield county	18	2741.48	34.2	9.5	59.1	76.32	44465
24039	worcester county	40	1212.83	44.2	7.6	57	79.32	60007
26141	st. joseph county	25	1296.53	38.6	32.8	49.1	77.23	38866
47023	coffee county	20	1111.02	57.5	2.3	57.4	74.92	38656
29137	newton county	14	1618.1	47.1	8	56.5	77.17	39334
12123	walton county	30	2687.69	63.7	0.1	66.9	77.25	59728
46075	lincoln county	2	1495.18	25.9	30.1	46.9	83.03	67364
16057	madison county	29	1215.4	13.2	54.9	43.6	81.09	26407
22055	livingston parish	23	1678.75	62.9	0	66.5	75.61	40658
24001	calvert county	40	552.178	43.6	14.4	57.6	79.25	62591
13215	paulding county	8	808.832	52.4	2.6	60.2	78.27	37727
22089	st. landry parish	23	2392.9	61.6	0.1	68.3	74.03	41191
26095	marquette county	25	4685.39	32.5	161.8	40.2	79.31	40036
36003	cayuga county	24	1791.19	38.7	83.2	46.5	80.06	42231
37101	lincoln county	16	766.177	47.1	5.9	59.1	77.24	45791
47139	robertson county	20	1233.61	49.6	5.8	57.7	75.68	42104
48353	orange county	3	864.489	61.7	0	66.8	74.44	44938
37023	carteret county	16	1314.75	57	1.2	63	78	49360
13121	gordon county	8	921.598	52.5	3	60.5	75.73	36947
17073	jefferson county	33	1479.31	43.8	10.9	54.2	77.21	39581
39069	huron county	6	1272.97	37.9	31.1	50.1	77.67	40323
45065	oconee county	42	1622.18	63.4	2.7	58.2	77.43	43312
26079	lapeer county	25	1668.45	33.5	30.7	47.3	78.64	43679
21203	shelby county	5	983.235	47.3	11.6	53.6	78.42	45392
1041	dekalb county	7	2012.68	54.6	3.8	59.2	75.25	31916
36001	cattaraugus county	24	3388.63	45.2	95	45	78.32	39995
55997	campbell county	21	12437.3	14.8	49.7	45.1	77.47	52824
32993	belknap county	45	1040.13	46	67.7	46.9	79.68	61091
28079	lowndes county	13	1309.08	55.6	0.3	63.6	76.06	38498
13209	newton county	8	708.858	48.4	0.8	61.9	76.05	33750
12027	flagler county	30	1257.37	52.7	0	69.4	79.67	46220
27033	douglas county	38	1649.2	25.1	42.3	42.3	81.56	53665
45049	lancaster county	42	1422.13	47	1	59.7	76.82	49127
50017	windham county	34	2034.44	50.6	84.4	45.7	79.84	50925
51007	augusta county	19	2504.32	42.2	22.5	53.4	78.66	44316
48489	wise county	3	2342.36	36.8	1.5	62.6	76.71	43752
19131	muscatine county	41	1132.98	37.2	25.7	51.2	78.96	47553
13005	barrow county	8	416.284	48.8	0.7	60.9	76.4	36898
25003	franklin county	27	1810.95	50.3	63.5	45.8	80.27	54689
5061	jefferson county	10	2253.17	52	2	62.8	74.18	35356
53033	lewis county	0	6223.15	58.6	30.9	51	78.07	43453
8037	garfield county	15	7634.1	16.9	48.5	47.9	80.61	59653
54071	putnam county	22	895.302	40.4	12.3	55.2	77.41	46941
36109	wayne county	24	1563.9	35.8	64.6	49	79.28	46048
1075	limestone county	7	1450.28	54.5	1.1	60.4	77.21	42546
8089	pitkin county	15	2514.1	19.7	178.8	40.6	86.52	149207
27059	kandiyohi county	38	2064.98	31	48.6	44.2	81.17	54667
22093	st. mary parish	23	1438.85	61.7	0.1	68.6	75.16	39280
39043	fulton county	6	1050.09	34.8	27.3	48.8	79.01	45594
28063	lafayette county	13	1636.14	58.4	1.7	61.6	76.82	42110
35020	los alamos county	1	282.822	18.8	56.6	48.4	83.49	70600
